15502;SCI.trai;Harjoittelu;Training;Praktik;01.08.2016 - 31.07.2017;;0-10;;;
15501;SCI.khar;Kansainvälinen harjoittelu (alempi perustutkinto);International Training (lower university degree);Internationell praktik (lägre grundexamen);01.08.2016 - 31.07.2017;;1-25;;;
15500;SCI.itra;Kansainvälinen harjoittelu (ylempi perustutkinto);International Training (higher university degree);Internationell praktik (högre grundexamen);01.08.2016 - 31.07.2017;;1-25;;;
15499;SCI.harj;Harjoittelu;Training;Praktik;01.08.2016 - 31.07.2017;;0-10;;;
7565;MS-C2128;Ennustaminen ja aikasarja-analyysi;Prediction and Time Series Analysis;Prediktering och tidsserieanalys;26.10.2015 - 03.12.2015;II (Syksy);5;Opintojakson suoritettuaan opiskelija osaa analysoida ja ennustaa aikasarjoja regressiomallien ja ARIMA-mallien avulla.     ;Regressiomallit ja niiden sekä muiden tilastollisten mallien ja menetelmien käyttö aikasarjojen ennustamisessa, erityisesti lineaarinen aikasarja- analyysi, ARIMA-malli ja dynaamiset regressiomallit; parametrien estimointi, mallin valinta ja diagnostiikka.          ;
7567;MS-C2132;Systeemianalyysilaboratorio I;Systems Analysis Laboratory I;Systemanalyslaboratorium I;04.01.2016 - 18.05.2016;III-V;5;Opintojakson suoritettuaan opiskelija   1\. osaa hyodyntaa systeemiajattelua, systeemidynamiikkaa ja peleja laajojen dynaamisten systeemien identifioinnissa ja ohjaamisessa,   2\. osaa rakentaa aikasarja-malleja ja toteuttaa aikasarja-analyyseja.     ;Kaksi harjoitustyota matemaattisten mallien kaytannon toteutuksesta ja analyysista; systeemiajattelun, systeemidynamiikan ja pelien hyodyntaminen laajojen dynaamisten systeemien identifioinnissa ja ohjaamisessa; aikasarja- mallien rakentaminen ja aikasarja-analyysien toteuttaminen.     ;
7568;MS-C2197;Filosofia ja systeemiajattelu (V);Philosophy and Systems Thinking;Filosofi och systemtänkande (V);20.01.2016 - 07.04.2016;III - IV;3;;;
7569;MS-E1000;Crystal Flowers in Halls of Mirrors: Mathematics meets Art and Architecture;Crystal Flowers in Halls of Mirrors: Mathematics meets Art and Architecture;Crystal Flowers in Halls of Mirrors: Mathematics meets Art and Architecture;01.08.2015 - 31.07.2016;III-IV (Spring 2017), every other year  ;5-15;Students will learn to find connections between mathematics and art and architecture. Real mathematics will be revealed through patterns, symmetries, structures, shapes and beauty in such a way that will enable the student to view our environment from a new perspective. By the end of the course, the students will be able to distinguish aspects from their own fields which can be presented, considered and developed using the language of modern mathematics.     ;During the course we will consider methods offered by various fields of mathematics which meet needs in art and architecture. Through concrete projects, we will find phenomena and interpretations of these phenomena from both classical and modern mathematics.  Various topics especially from low dimensional topology and geometry. Symmetries and tilings through classifications. Euclidean, spherical and hyperbolic models for geometry. Polyhedrons in low dimensions, geometry of surfaces and orbifolds. Minimal surfaces, ruled surfaces, projections, Hopf fibration and other structures. Ideas from fractal geometry and dynamics. Algorithmic Art. Topics from Kleinian groups and knot theory. Origami and its connections to diverse fields. Artists and architects in related fields from past to present.     ;
7570;MS-E1010;Tieteen filosofia;Philosophy of Science;Vetenskapens filosofi;07.09.2015 - 03.12.2015;I-II (syksy 2016), joka toinen vuosi  ;5;Opintojakson jälkeen opiskelija pystyy ymmärtämään ja arvioimaan filosofista lähestymistapaa tieteeseen.     ;Tieteen ja tieteellisen ajattelun tunnuspiirteiden systemaattinen tarkastelu sekä eri aikojen käsitykset tieteen tavoitteista, menetelmistä sekä tieteellisen tiedon luonteesta. Tieteen ja tekniikan suhde eri aikoina. Matemaattisten ja fysikaalisten tieteiden perusteet, tavoitteet ja menetelmät filosofisesta näkökulmasta. Myös historiallinen kehitys antiikin ajattelijoista tieteiden vallankumoukseen ja edelleen nykypäivän keskeisiin näkemyksiin asti. Logiikka ja argumentaatioteoria, tieteellinen päättely, sen luonne ja tavoitteet, tieteellinen selittäminen ja kausaliteetin ongelmat. Tieteen etiikka ja tieteellinen maailmankuva. Tiedon kasvuun ja tieteen kehitykseen liittyvät kysymykset.     ;
7571;MS-E1011;Tieteen historia;History of Science;Vetenskapshistoria;01.08.2015 - 31.07.2016;I-II (syksy 2016), joka toinen vuosi  ;5;Opintojakson jälkeen opiskelija pystyy ymmärtämään ja arvioimaan, miten tiede on eri aikoina vaikuttanut maailmankuvaan ja miten maailmankuva (mahdollisesti) on vaikuttanut tieteeseen.     ;Valitut kohdat tiedehistoriasta antiikista uudelle ajalle asti. Asioiden ymmärtäminen tieteen metodisen kehityksen ja tieteellisestä metodista esitettyjen teorioiden kannalta. Järjestelmällisen tieteenharjoituksen synty Kreikassa, Aristoteleen rooli filosofian ja tieteiden isänä, hänen teostensa asema keskiajan eurooppalaisissa yliopistoissa. Luonnontieteen nousu 1600-luvulla, ns. "tieteen suuri vallankumous". Tämän vallankumouksen yhtenä tärkeänä teemana oli tähtitieteen kehitys. Em. kauden keskeisten matemaattis- fysikaalisten keksintöjen takaa löytyvät hahmot: mm. Kopernikus, Brahe, Kepler, Bacon, Galilei, Descartes, Newton ja Leibniz. Valittuja kohtia uudemmasta tiedehistoriasta (mm. Einstein).     ;
7572;MS-E1050;Graph theory;Graph theory;Graph theory;08.09.2015 - 15.10.2015;I (Autumn);5;The students will after the course understand the basic invariants of graphs and how they are related by regularity and structural graph theory.     ;Basic properties as connectivity, planarity and minor containment both in the deterministic and random setting. The Szemerédi regularity lemma, graph homomorphisms and graph limits; the graph minor theorem and the strong perfect graph theorem.     ;
7573;MS-E1051;Combinatorics;Combinatorics;Combinatorics;27.10.2015 - 04.12.2015;I (Autumn)  ;5;The students will learn how to analyse combinatorial problems using algebraic and analytic methods.     ;Enumeration and generating functions; posets and their algebraic properties.     ;
7576;MS-E1110;Number theory;Number theory;Number theory;27.10.2015 - 03.12.2015;II (Autumn).  ;5;\- The student understands the basic concepts of number theory and is able to perform modular arithmetics.  \- The student understands the quadratic reciprocity law, one of the most important theorems in Number Theory.  \- The student is familiar with some applications of Number Theory in Cryptography.  Content: integer factorization, primes, pseudo primes, modular arithmetics, squares and nonsquares in modular arithmetics, quadratic reciprocity, primititive roots, applications to cryptography.     ;;
7577;MS-E1111;Galois theory;Galois theory;Galois theory;23.02.2016 - 31.03.2016;IV (Spring 2018), every other year  ;5;;To understand at an operative level the concepts of Galois extension and Galois correspondence. Ability to solve equations with algebraic methods.     ;
7578;MS-E1280;Measure and integral;Measure and integral;Measure and integral;26.10.2015 - 04.12.2015;II (Autumn)  ;5;After this course you will know basic methods in measure and integration theory.     ;Outer measure (properties of measurable sets, characterizations of measurable sets, Lebesgue outer measure), measurable functions (properties of measurable functions, approximation by simple functions, Egoroff and Lusin theorems), integration (construction and properties of integral, Lebesgue integral, convergence theorems), Fubini's theorem.     ;
7579;MS-E1281;Real analysis;Real analysis;Real analysis;;IV (Spring 2018), every other year  ;5;After this course you will know how to apply real analysis methods in research.     ;Lebesgue spaces (Hölder's and Minkowski's inequalities, Riesz-Fischer theorem, dual spaces and weak convergence), Hardy-Littlewood maximal function (Vitali covering theorem, Marcinkiewicz interpolation theorem, maximal function theorem, Lebesgue's differentiation theorem), convolution approximations, differentiation of Radon measures (Besicovitch covering theorem, Lebesgue points), Radon-Nikodym theorem, Riesz representation theorem, weak convergence and compactness for Radon measures, Sobolev spaces (Poincare and Sobolev inequalities).     ;
7580;MS-E1289;Seminar on analysis and geometry (V);Seminar on analysis and geometry (V);Seminar on analysis and geometry (V);08.09.2015 - 18.05.2016;I-V (academic year)  ;1-5;This is a research seminar.     ;We study the most recent methods and results in modern analysis and geometry. The talks are related, for example, to differential geometry, geometric analysis, harmonic analysis and partial differential equations.     ;
7581;MS-E1460;Functional analysis;Functional analysis;Functional analysis;09.09.2015 - 16.10.2015;I (Autumn)  ;5;You will learn about norms and inner products in infinite-dimensional vector spaces. Related to these structures, you will understand basic properties of bounded linear operators and duality in Banach and Hilbert spaces, together with diagonalization of compact self-adjoint operators.     ;Bounded linear operators and functionals in Banach and Hilbert spaces, elementary spectral theory (Riesz Compactness Theorem, Uniform Boundedness Principle, Open Mapping and Closed Graph Theorems, Hahn-Banach Theorem, Riesz Hilbert Space Representation and Hilbert-Schmidt Spectral Theorems).     ;
7582;MS-E1531;Differential geometry;Differential geometry;Differential geometry;05.01.2016 - 12.02.2016;III (Spring 2018), every other year  ;5;This course is an introduction to the basic machinery behind the modern differential geometry: tensors, differential forms, smooth manifolds and vector bundles. The geometries lying above these structures are involved in several applications through mathematical analysis, physics, stochastics and statistical modells. The central goal is to become familiar with this particular language of abstract mathematics that opens the venue to apply geometric methods in different applications. A modern viewpoint to some of the classical Riemann, Finsler or Kähler model geometries is served in addition to the possibility to open the door to the beautiful worlds of contact and symplectic geometry that are present in the most recent progress of geometrization of applications. The course provides basic skills to recognize geometric phenomena in mathematical analysis and applications.     ;Topics related to differential geometry varying from classical Riemannian geometry to modern geometries. More specified topics will be announced later.     ;
7583;MS-E1600;Probability theory;Probability theory;Probability theory;04.01.2016 - 11.02.2016;III (Spring)  ;5;After completing the course, the participant  \- Can compute the expected value of a random number as an integral with respect to a probability measure   \- Can compute probabilities related to independent random variables by using a product measure   \- Recognizes different types of convergence of a random sequence   \- Can explain how and when a random sum can be approximated by a Gaussian distribution   \- Can represent conditional probabilities with respect to the information content of a sigma-algebra     ;\- Random numbers, vectors, and sequences   \- Integration with respect to a probability measure   \- Stochastic independence and product measure   \- Law of large numbers and the central limit theorem   \- Conditional expectation with respect to a sigma-algebra     ;
7584;MS-E1601;Brownian motion and stochastic analysis;Brownian motion and stochastic analysis;Brownian motion and stochastic analysis;26.10.2015 - 03.12.2015;II (Autumn 2017), every other year  ;5;After completing the course the participant:  \- Can compute probabilities and expectations related to Brownian motion  \- Can define the stochastic integral  \- Recognizes random processes which are integrable with respect to Brownian motion  \- Can apply Itō's formula to various functionals of Brownian motion     ;\- Brownian motion  \- Stochastic integral  \- Itō's formula and applications     ;
7585;MS-E1602;Large random systems;Large random systems;Large random systems;22.02.2016 - 31.03.2016;IV (Spring 2017), every other year  ;5;After completing the course the participant is able to:  \- Formulate mathematical models of various systems with a large number of interacting random components  \- Incorporate spacial structure and dynamics into probabilistic models  \- Estimate the asymptotics of probabilities and expected values in models with a size parameter  \- Formulate qualitative phase transitions in stochastic models and recognize them  \- Verify if a sequence of probability distributions on a metric space converges     ;Stochastic models with spatial and temporal structure  \- 0-1 laws  \- Large deviation estimates of rare events  \- Phase transitions in stochastic models  \- Convergence and tightness of probability measures     ;
7586;;;b>Teaching Period;b>Credits;01.08.2015 - 31.07.2016;I-V (academic year)  ;1-5;
7587;MS-E1651;Numerical matrix computations;Numerical matrix computations;Numerical matrix computations;08.09.2015 - 16.10.2015;I (Autumn)  ;5;Students learn to analyze and solve problems in linear algebra that occur often in scientific computing, data fitting and optimization. The main focus is on solution of linear systems, least squares problems and eigenvalue problems. After the course, the students can choose the best solution method for each problem and have a good understanding on issues related to numerical stability of the applied algorithms.     ;Matrix decompositions and their numerical computation, eigenvalue iterations, sparse matrices, iterative solution of linear systems.     ;
7588;MS-E1652;Computational methods for differential equations;Computational methods for differential equations;Computational methods for differential equations;26.10.2015 - 03.12.2015;II (Autumn)  ;5;You will familiarize yourself with the basic properties of initial value problems for systems of ordinary differential equations. You will learn the fundamental theory about linear multistep methods (definition, consistency, zero-stability, convergence) and Runge-Kutta methods (definition, order conditions, convergence). You will learn to identify a stiff system and to understand the difference between explicit and implicit numerical schemes. You will understand the significance of absolute stability and A-stability, and know how to examine the region of absolute stability for a given numerical method. You will get to know the basic principles of the discrete Fourier transform. You will familiarize yourself with simple parabolic and hyperpolic initial/boundary value problems and learn how to discretize them with the help of difference schemes. You will practice implementing the introduced methods numerically.     ;Basic existence and uniqueness results for systems of ordinary differential equations. Linear multistep methods and Runge-Kutta methods: stability, convergence and numerical implementation. Discrete Fourier transform. Discretization of simple initial/boundary value problems for parabolic and hyperbolic partial differential equations.     ;
7589;MS-E1653;Finite element method;Finite element method;Finite element method;04.01.2016 - 31.03.2016;III-IV (Spring)  ;5;Students learn to derive and analyze weak form of an elliptic partial differential equation and to implement finite element solver in 2D. They will develop understanding on the principles of the error analysis of the finite element method and different factors affecting the accuracy of the solution.     ;The topic of the course is solution of elliptic partial differential equation using finite element method. Both algorithmic and theoretical aspects of the method are covered.     ;
7590;MS-E1654;Computational inverse problems;Computational inverse problems;Computational inverse problems;25.02.2016 - 01.04.2016;IV (Spring)  ;5;You will learn to identify an ill-posed inverse problem and to understand the restrictions its nature imposes on the solution process. You will familiarize yourself with several classical regularization methods for finding approximate solutions to linear ill-posed problems. You will learn to formulate an inverse problem as a Bayesian problem of statistical inference and to interpret the information contained in the resulting posterior probability distribution. You will learn to numerically implement the introduced solution techniques.     ;The course’s topic is computational methods for solving inverse problems arising from practical applications. The course consists of two parts: the first three weeks focus on classic regularization techniques, the latter three weeks discuss statistical methods.     ;
7591;;;b>Teaching Period;b>Credits;01.08.2015 - 31.07.2016;I-V (academic year)  ;1-5;
7592;MS-E1740;Continuum mechanics 1;Continuum mechanics 1;Continuum mechanics 1;08.09.2015 - 15.10.2015;I (Autumn)  ;5;You know the mathematical tools for modeling a continuum, i.e. a solid or a fluid.     ;Tensor calculus. The concepts of continuum mass and force. Kinematics. Balance laws.     ;
7593;MS-E1741;Continuum mechanics 2;Continuum mechanics 2;Continuum mechanics 2;27.10.2015 - 03.12.2015;II (Autumn)  ;5;You are able to derive and analyze the main mathematical models for fluids and solids.     ;Constitutive laws. Inviscid fluids, Navier-Stokes equations. Linear and nonlinear elasticity.     ;
7594;MS-E1742;Computational mechanics 1;Computational mechanics 1;Computational mechanics 1;23.02.2016 - 31.03.2016;IV (Spring)  ;5;You will learn how the finite element method is applied for problems which are constrained minimization problems with a Lagrange multiplier.     ;General variational problems. The finite element theory for approximating saddle-point problems. Applications to Stokes equations.     ;
7595;MS-E1743;Computational mechanics 2;Computational mechanics 2;Computational mechanics 2;12.04.2016 - 19.05.2016;V (Spring)  ;5;You will be able to apply the theory from MS-E1742 Computational mechanics 1 to a variety of problems in continuum mechanics.     ;Stabilized finite element methods; applications to the convection diffusion and Stokes equations. Finite element methods in solid mechanics; the Timoshenko beam and the Reissner-Mindlin plate model     ;
7596;MS-E1980;Special assignment in mathematics (V);Special assignment in mathematics (V);Special assignment in mathematics (V);01.08.2015 - 31.07.2016; I-V (academic year)  ;5-10;Understands the mathematics related to the assignment. Is able to write a scientific report on the project.     ;An individual research assignment or a literature survey.     ;
7600;MS-E1990;Time-frequency analysis;Course with Varying Content V;Course with Varying Content V;27.10.2015 - 03.12.2015;;1-10;;;
7603;MS-E1991;;;;07.09.2015 - 15.10.2015;;1-10;;;
7605;MS-E1992;Mathematical tools for coding theory and data storage;Mathematical tools for coding theory and data storage;Mathematical tools for coding theory and data storage;05.01.2016 - 11.02.2016;;1-10;;;
7607;MS-E1993;Differential geometry;Differential geometry;Differential geometry;23.02.2016 - 01.04.2016;;1-10;;;
7610;MS-E1994;Principles of functional analysis;Course with Varying Content V;Course with Varying Content V;09.09.2015 - 03.12.2015;;1-10;;;
7613;MS-E1995;Introduction to Computational Algebraic Geometry;Introduction to Computational Algebraic Geometry;Introduction to Computational Algebraic Geometry;05.01.2016 - 11.02.2016;;1-10;;;
7615;MS-E1996;Multivariate location and scatter;Multivariate location and scatter;Multivariate location and scatter;26.10.2015 - 04.12.2015;;1-10;;;
7617;MS-E1997;Symmetries;Symmetries;Symmetries;07.09.2015 - 15.10.2015;;1-10;;;
7621;MS-E2112;Multivariate statistical analysis;Multivariate statistical analysis;Multivariate statistical analysis;04.01.2016 - 01.04.2016;III-IV (Spring)  ;5;This course is an introduction to multivariate statistical analysis. The goal is to learn basics of common multivariate data analyzing techniques and to use the methods in practice. Software R is used in the exercises of this course.     ;Multivariate Location and Scatter, Principal Component Analysis (PCA), Bivariate Correspondence Analysis, Multivariate Correspondence Analysis (MCA), Canonical Correlation Analysis, Discriminant Analysis, Classification, Clustering.     ;
7622;MS-E2113;Jonoteoria;Queuing Theory;Köteori;01.08.2015 - 31.07.2016;Ei luennoida tänä lukuvuonna;3-6;;;
7623;MS-E2114;Investment science;Investment science;Investment science;22.02.2016 - 01.04.2016;IV (Spring);5;;Instruments of investment science and finance, risk analysis, term structure of interest rates, pricing of derivatives, optimization of investment portfolio return.     ;
7624;MS-E2117;Riskianalyysi;Risk Analysis;Riskanalys;07.01.2016 - 09.04.2016;III - IV;5;;Kurssi perehdyttää riskinalyysin keskeisimpiin menetelmiin ja antaa valmiudet soveltaa niitä erilaisten teknis-taloudellisten järjestelmien riskitarkasteluissa (ml. riskien tunnistaminen ja arviointi, riskienhallintatoimenpiteiden vertailu ja priorisointi, riskiviestintä). Käsiteltäviä menetelmiä ovat muun muassa vikapuut, syy-seuraus-kaaviot sekä todennäköisyyspohjainen turvallisuusanalyysi. Kurssilla perehdytään myös todennäköisyyksien estimointiin sekä asiantuntija-arvioiden että tilastollisten menetelmien pohjalta. Luennot ja laskuharjoitukset sisältävät riskianalyysien laatimista ja käyttöä havainnollistavia esimerkkejä.     ;
7625;MS-E2129;Systeemien identifiointi;System Identification;Systemidentifiering;10.09.2015 - 03.12.2015;I - II;5;Kurssi antaa perusvalmiudet dynaamisten systeemien matemaattiseen mallintamiseen ja identifiointiin.     ;Dynaamisten jarjestelmien siirtofunktio- ja tilaesitysmallit ja mallintaminen; systeemiteoriaa. Dynaamisten jarjestelmien identifiointi: epaparametriset menetelmat, heratteet ja koesuunnittelu, mallirakenteet, ennustevirhemenetelmat, parametrien estimointi, mallin rakenteen valinta, mallin validointi.     ;
7626;;;b>Teaching Period;b>Credits;01.08.2015 - 31.07.2016;I - II;3-6;
7627;MS-E2133;Systems analysis laboratory II;Systems analysis laboratory II;Systems analysis laboratory II;07.09.2015 - 02.12.2015;I - II (Autumn);5;Get familiar with problem solving in operations research.     ;Two fairly large assignments on the implementation and analysis of mathematical models. The assignments deal with optimization and stabilization and control of a large scale system.     ;
7628;MS-E2134;Decision making and problem solving;Decision making and problem solving;Decision making and problem solving;07.09.2015 - 16.10.2015;I (Autumn);5;After completing this course the student   1\. knows the central concepts in decision analysis,   2\. can structure and model problems with multiple attributes, decision dynamics and uncertainty for aiding decision-making,   3\. understands the assumptions underlying decision analytic models and why behavior of real decision makers may differ from the behavior that these models would predict, and   4\. knows how to use optimization methods in conjunction with decision analysis.     ;Models for decision making: subjective values, multi-objective decision making and optimization, group decision making, decision under uncertainty, dynamics of decision making.     ;
7630;MS-E2139;Nonlinear programming;Nonlinear programming;Nonlinear programming;26.10.2015 - 08.12.2015;III (Spring);5;The course presents concepts and properties related to convexity. The students learn to interpret and explain different optimality conditions and use them to calculate optimal solutions. The students also learn to analyze different optimization algorithms and use them to solve optimization problems.     ;The first part of the course teaches the optimization theory: convexity, necessary and sufficient optimality condition and their derivation, the interpretation of Lagrange multipliers, and duality. The second part teaches numerical optimization: unconstrained, convex, and constrained optimization. Applications from natural sciences, engineering and economics.     ;
7631;MS-E2140;Linear programming;Linear programming;Linear programming;08.09.2015 - 16.10.2015;I (Autumn);5;After completing this course the student   1\. can formulate a wide variety of optimization problems, which solutions can be used for making better decisions (e.g. allocating resources, selecting routes and assigning tasks), as (mixed integer) linear programming problems,   2\. understands the theoretical foundation of the Simplex algorithm and duality, and knows the special characteristics of network and integer programming problems, and   3\. can solve (mixed integer) linear programming problems using optimization software.     ;The simplex method, dual of the linear program, introduction to integer programming. Applications to transportation problems, network problems and production planning.     ;
7635;MS-E2146;Integer programming;Integer programming;Integer programming;23.02.2016 - 31.03.2016;Not lectured this academic year;5;Be able to formulate a wide variety of optimization problems in integer and binary variables. Explain, interpret, and compare the most important families of algorithms in the general case and in special cases. Discuss the concept of complexity theory and relate it with the topics of the course.     ;Optimization problems including integer variables together with most common algorithms: branch and bound, cutting plane, dynamic programming, approximation and heuristics. Complexity analysis. Dual problem and its relation to the network problem. Lagrangian relaxation. Column generation algorithms.     ;
7636;MS-E2148;Dynamic optimization;Dynamic optimization;Dynamic optimization;05.01.2016 - 12.02.2016;II;5;The students learn   1\. the basic notions and classes of dynamic optimization problems,   2\. to build and solve dynamic optimization models.     ;Optimization methods for dynamic systems: dynamic programming, calculus of variations, maximum principle, numerical solution methods. Application examples on engineering, economics and biology.     ;
7637;MS-E2152;Peliteoria (V);Game Theory (V);Spelteori (V);09.09.2015 - 03.12.2015;Ei luennoida tänä lukuvuonna;5;Johdatteleva kurssi peliteoriaan     ;Strategisen muodon pelit ja Nashin tasapaino; toistetut pelit ja folkteoreemat; laajennetun muodon pelit ja osapelitäydellisyys; epätäydellinen informaatio ja Bayesin pelit; Nashin tasapainon evoluutiobiologinen tulkinta.     ;
7639;MS-E2170;Simulation (V);Simulation (V);Simulation (V);22.02.2016 - 30.03.2016;IV (Spring);5;The course has two alternative topics. Spring 2017 will be on topic II.  Topic I: The course gives basic skills for analysis of queuing phenomena through discrete-event system simulation.  Topic II: The course's objective is to provide capabilities to identify, model and understand a variety of economic, organizational and socio-technical systems. After the course, students will recognize principles of systems thinking and are able to apply them to study the system of interest. Students will also be able to construct a system dynamics simulation model for problem solving.     ;The topic of the course varies. The course has two alternative topics at the moment.  Topic I: Simulation of systems including discrete events and queues: random number generation, construction of a model, input models, output data analysis, model validation.  Topic II: During the course, we will discuss the analysis and control of dynamic system, model building and validation. We will also go through the basics of Vensim-software and present some practical applications.     ;
7640;MS-E2174;Computational methods in operations research (V);Computational methods in operations research (V);Computational methods in operations research (V);12.04.2016 - 11.05.2016;Not lectured this academic year;3-6;Give students basic skills to implement mathematical algorithms to solve different problems.     ;Column generation and stabilization, Benders and Lagrangian decomposition, branch-and-price, cutting planes with branch-and-price systems, metaheuristics. Applications in vehicle routing and transportation problems.     ;
7641;MS-E2177;Operaatiotutkimuksen projektityöseminaari (V);Seminar on Case Studies in Operations Research (V);Projektarbetsseminarium i operationsanalys (V);15.01.2016 - 28.05.2016;III - IV;5;Harjaannuttaa opiskelijat projektiluontoiseen operaatiotutkimuksen mallien ja menetelmien soveltamiseen.     ;Ryhmatyoskentelya eri aiheita kasittelevien teknis-taloudellisten projektien puitteissa. Mallien rakentaminen ja soveltaminen, projektien suunnittelu, toteutus ja raportointi. Opintoretkia yrityksiin ja tutkimuslaitoksiin.     ;
7647;;;b>Teaching Period;b>Credits;01.08.2015 - 31.07.2016;I - II;5-8;
8744;SCI3029.kand;Kandidaatintyö ja seminaari (Matematiikka ja systeemitieteet);Bachelor's Thesis and Seminar (Mathematics and Systems Sciences);Kandidatarbete och seminarium (Matematik och systemvetenskaper);07.09.2015 - 31.08.2016;;10;Kandidaattiseminaarin tavoitteena on, että opiskelija  • oppii hakemaan tieteellistä tietoa, muodostamaan tutkimussuunnitelman   • työstämään tieteellistä tietoa tutkimussuunnitelman mukaisesti opinnäytteeksi   • raportoimaan opinnäytteensä tutkimustulokset tieteellisen esitystavan mukaisesti   • esittämään opinnäytteensä julkisesti   • tieteellistä argumentaatiota arvioimalla muiden opiskelijoiden laatimia opinnäytetöitä.     ;Kandidaatintyö ja kandidaattiseminaari ovat 10 opintopisteen opintokokonaisuus, johon kuuluu lisäksi kypsyysnäyte. Kandidaattiseminaarin on tarkoitus tukea kandidaatintyön tekemistä. Kandidaattiseminaarissa käsitellään tieteellistä ajattelua ja tieteen etiikkaa, tiedonhakua, tiedon jäsentämistä ja käsittelyä sekä kielen ja viestinnän taitoja. Kypsyysnäytteen tarkoituksena on tarkistaa opiskelijan perehtyneisyys kandidaatintyönsä alaan sekä sen kotimaisen kielen erinomainen taito, jolla opiskelija on saanut koulusivistyksensä.     ;
15702;NBE-E4530;Special Course in Human Neuroscience V / Human brain connectivity;Special Course in Human Neuroscience V / Human brain connectivity;Special Course in Human Neuroscience V / Human brain connectivity;11.04.2017 - 18.05.2017;I, II, III, IV, V;2-5;Enrico Glerean;;** **The objective is to give master’s and post-graduate level education on topics related to the study of the human neuroscience and technology.     ;
15378;NBE-E4530;Special Course in Human Neuroscience/Mapping, decoding and modeling the human brain;Special Course in Human Neuroscience/Mapping, decoding and modeling the human brain;Special Course in Human Neuroscience/Mapping, decoding and modeling the human brain;31.10.2016 - 05.12.2016;I, II, III, IV, V;2-5;Mikko Sams;;** **The objective is to give master’s and post-graduate level education on topics related to the study of the human neuroscience and technology.     ;
14657;NBE-E4580;Research Seminar on Biophysics and Biomedical Engineering V;Research Seminar on Biophysics and Biomedical Engineering V;Research Seminar on Biophysics and Biomedical Engineering V;04.01.2017 - 29.03.2017;III-IV, organised in odd years;3;Paavo Kinnunen;;Current research problems on biophysics and biomedical engineering. Contents change.     ;
14654;NBE-E4550;Special Course in Molecular Engineering V;Special Course in Molecular Engineering V;Special Course in Molecular Engineering V;12.09.2016 - 19.05.2017;I-II, III-IV;5;;Physical, structural and functional properties of molecular matter and molecular structures.     ;
15916;;;;;;;;
14653;NBE-E4540;Special Course in Biomedical Engineering V;Special Course in Biomedical Engineering V;Special Course in Biomedical Engineering V;18.09.2016 - 21.05.2017;The course is organised according to agreement.;2-5;;The subject changes yearly.     ;
14652;NBE-E4530;Special Course in Human Neuroscience V;Special Course in Human Neuroscience V;Special Course in Human Neuroscience V;18.09.2016 - 21.05.2017;I, II, III, IV, V;2-5;Mikko Sams;;** **The objective is to give master’s and post-graduate level education on topics related to the study of the human neuroscience and technology.     ;
14648;NBE-E4240;Advanced Course on Human Neuroscience;Advanced Course on Human Neuroscience;Advanced Course on Human Neuroscience;22.02.2017 - 19.05.2017;IV-V;5;Mikko Sams;Students deepen their knowledge on neurocognitive functions especially in the areas where there is active research in Aalto University.     ;Expert lectures on various central fields of cognitive neuroscience. Specific topics vary.     ;
14647;NBE-E4230;Affective Neuroscience;Affective Neuroscience;Affective Neuroscience;18.09.2016 - 11.12.2016;I - II;3;Iiro Jääskeläinen;After completing the course, the student will understand the basic mechanisms and functions of emotions and their implications on cognition, everyday social behavior, and psychopathology.     ;This course covers the fundamentals of neural, cognitive and experiential basis of emotions. Building up on cellular and animal work towards human neuroscience, experimental work and clinical studies, major aspects of emotion science are covered.     ;
14646;NBE-E4220;Introduction to Human Neuroscience;Introduction to Human Neuroscience;Introduction to Human Neuroscience;03.01.2017 - 07.02.2017;III;5;Iiro Jääskeläinen;;The course gives an introduction to central concepts and principles of cognitive neuroscience, including major research methods of cognitive neuroscience, overview of brain anatomy, basic principles of neuronal signaling, and the neural basis of perception, attention, memory, plasticity, language, executive functions, emotions, social cognition, and consciousness.     ;
14645;NBE-E4210;Structure and operation of the human brain;Structure and operation of the human brain;Structure and operation of the human brain;12.09.2016 - 05.12.2016;I-II;5;Risto Ilmoniemi;During the course the student will learn the most important parts of the brain, their location, function and nomenclature in English, Finnish/Swedish and Latin, as well as the terminology of neuroscience.  After the course the student knows the structure and function of the sensory systems, the operation principles of a neuron and its importance in information processing. The student can describe the principles, advantages and challenges of several different brain research methods and instruments and is able to name the most important brain diseases and describe their etiology, symptoms, treatment and prognosis. The student will gain a basic understanding about following cognitive functions and their neural basis: higher perceptional functions, selective attention, learning and memory, language and the brain, specialization of brain hemispheres, action control and frontal lobes, emotions, development and plasticity, and the problem of consciousness.     ;Introduction, based on both natural and behavioral sciences, to brain anatomy, functioning of neurons and neuron networks, sensory processes, neurocognitive processes and brain research methods.     ;
